system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,pop14,pop15,pop16,pop17,pop18,pop19,.geo
000025bab4da20c10534,MAR,MAR.3_1,Morocco,FÃ¨s - Boulemane,,0.0,0.0,0.0,0.0,0.0,0.0,
0000a729f6df5f88baf2,MAR,MAR.11_1,Morocco,Rabat - SalÃ© - Zemmour - Zaer,,0.0,0.0,0.0,0.0,0.0,0.0,
0000f812f55fcc62db10,MAR,MAR.1_1,Morocco,Chaouia - Ouardigha,,0.0,0.0,0.0,0.0,0.0,0.0,
000072342323ae199fe8,MAR,MAR.13_1,Morocco,Tadla - Azilal,,0.0,0.0,0.0,0.0,0.0,0.0,
00008b899c1371d90055,MAR,MAR.12_1,Morocco,Souss - Massa - DraÃ¢,,0.0,0.0,0.0,0.0,0.0,0.0,
0000c9f79b241823157f,MAR,MAR.8_1,Morocco,Marrakech - Tensift - Al Haouz,,0.0,0.0,0.0,0.0,0.0,0.0,
00004e3193531c4657dd,MAR,MAR.5_1,Morocco,Grand Casablanca,,0.0,0.0,0.0,0.0,0.0,0.0,
0000716943d026c6a28c,MAR,MAR.2_1,Morocco,Doukkala - Abda,,0.0,0.0,0.0,0.0,0.0,0.0,
0000c505d46fa3ffd8a0,MRT,MRT.1_1,Mauritania,Adrar,,68969.55203050558,70974.84547821204,72987.82676940005,75030.56301760756,77101.36385992983,79229.33203617306,
00007846c1adc2533a38,MRT,MRT.7_1,Mauritania,Hodh ech Chargui,Eastern Hodh|Hodh Charghi|Hodh Oriental,525339.3784537821,540454.2493819401,555624.7331806937,571016.8019828909,586618.2290587655,602645.9305751427,
00007963755b337d8340,MLI,MLI.9_1,Mali,Timbuktu,Timbouctou|Tombouctou|TimbuctÂ|Timbuctu|Tombuktu|TombuctÃº|Tomboucto,861353.381608495,886118.5751104833,912235.7351354437,939333.5116832162,967314.2158432585,996128.4949541942,
00000cc9f86a5150fd8e,MLI,MLI.4_1,Mali,Kidal,,91017.86408355189,93624.59720310867,96373.44091335351,99225.2809137877,102169.84343703842,105201.78740555602,
0000cbe5ae5b7597717f,MLI,MLI.2_1,Mali,Gao,,692176.5468138512,712098.3685599832,733108.1500682475,754907.2198475668,777416.97612829,800598.0153687698,
00001585d27a850541e6,BFA,BFA.12_1,Burkina Faso,Sahel,,1248225.480882891,1284963.217748173,1322180.8541620846,1360149.4273345105,1398880.877852981,1438715.3017277096,
0000c770f163a3ab2a9e,MLI,MLI.6_1,Mali,Mopti,,2412921.3919998263,2482292.729795409,2555450.964952028,2631356.0156259416,2709734.2024359484,2790447.2309063408,
0000046e2cf5fd905b55,BFA,BFA.10_1,Burkina Faso,Nord,,1405786.5923102458,1447265.6685462613,1489289.6503656197,1532164.1160653993,1575902.8320235177,1620890.2975787732,
0000f2e9059432203744,BFA,BFA.4_1,Burkina Faso,Centre-Nord,,1495599.505847953,1539762.8530209414,1584507.34434386,1630158.2090121282,1676730.2012780716,1724632.878700542,
0000b4e0282372ebaf08,BFA,BFA.8_1,Burkina Faso,Est,,1649612.7201633174,1698279.5081962484,1747585.39127708,1797888.9504775805,1849206.3239807657,1901988.6175101702,
0000c9a94e51cd4db13e,BFA,BFA.11_1,Burkina Faso,Plateau-Central,,820550.7298342519,844775.9063868088,869319.7213842077,894360.594415317,919906.6057449393,946182.3892440544,
00002cdc08b8bbaa4fba,BFA,BFA.3_1,Burkina Faso,Centre-Est,,1454518.5256891057,1497503.4654449248,1541054.984572097,1585489.5252462865,1630821.551518705,1677449.8915064589,
00003de32091289a3c2f,BFA,BFA.7_1,Burkina Faso,Centre,,2999404.093891162,3089899.3816686124,3181642.2328388784,3275291.0731571075,3370881.395324034,3469261.7957654726,
0000d565377a34d68200,BFA,BFA.6_1,Burkina Faso,Centre-Sud,,765204.7969724978,787769.1372389252,810629.4738038158,833952.101814592,857744.4724089497,882215.70182911,
000096cf0d6569f37a73,GHA,GHA.7_1,Ghana,Upper East,,1116653.4068918515,1142076.0590810277,1167561.0446830413,1193308.8429374408,1219292.5613035928,1245842.1476414297,
00004f4af390e756511e,TGO,TGO.5_1,Togo,Savanes,RÃ©gion des Savanes,1044664.59649349,1071693.8195143233,1098539.688448927,1125623.1737769553,1152996.0522278443,1181034.6287275024,
00004a18528299f30e7b,GHA,GHA.6_1,Ghana,Northern,,2906495.9324636934,2972709.33126325,3039085.9119649897,3106147.709394947,3173824.659090568,3242976.3831960214,
0000f8925c5c9e5607e8,BFA,BFA.5_1,Burkina Faso,Centre-Ouest,,1480275.8129730218,1524023.4807635944,1568347.9055150985,1613571.1011606003,1659707.7830689687,1707163.8373811953,
0000febc2c03e8095cc1,GHA,GHA.8_1,Ghana,Upper West,,767791.5020782058,785216.530450046,802683.2865794194,820329.2292731054,838135.9015957675,856329.1385826577,
0000f1464e81665a2322,BFA,BFA.1_1,Burkina Faso,Boucle du Mouhoun,,1713559.3032632652,1764161.8008364197,1815430.3124217165,1867737.4486509534,1921100.1185790515,1975987.5967483772,
00006d18bde90d5e3bf7,BFA,BFA.9_1,Burkina Faso,Haut-Bassins,,2013835.385009523,2073663.029091126,2134288.6449349145,2196151.2854981073,2259271.919201571,2324207.112464806,
0000d59a255e4eaba06b,BFA,BFA.13_1,Burkina Faso,Sud-Ouest,,786732.7316344786,809916.0494002529,833403.0469093403,857364.6365477744,881808.4303323947,906949.1849429129,
0000dc98ea3cd42597eb,BFA,BFA.2_1,Burkina Faso,Cascades,,835037.299146619,859707.5801047703,884702.9277436462,910204.9360633993,936221.876415234,962982.5773230942,
0000cd6763c3938e8104,MLI,MLI.8_1,Mali,Sikasso,,3259448.5690207174,3353618.3072050535,3452937.8202617457,3555996.148363129,3662421.4079011725,3772032.4512569928,
0000354d7484d6713067,MLI,MLI.7_1,Mali,SÃ©gou,Segou,2776561.125385583,2856620.099449225,2941053.9916369673,3028662.9287304953,3119130.912322383,3212301.6873718817,
0000a50735eb481f8af5,MLI,MLI.5_1,Mali,Koulikoro,,3241953.869676081,3335855.1027031615,3434895.7884477484,3537669.690167676,3643805.8062362066,3753126.930491207,
0000b1b6c0305f4229d0,CIV,CIV.10_1,CÃ´te d'Ivoire,Savanes,,1684808.9521955673,1726922.4774153738,1770627.8620590614,1815641.0812632837,1861875.6023698368,1909287.5576712848,
000066dca0376bf6dc20,MLI,MLI.1_1,Mali,Bamako,,2424410.5271269195,2496191.016419694,2571929.901600294,2650556.2714113686,2731785.1864710036,2815503.4429121013,
000098dbce621d2ac3b1,MLI,MLI.3_1,Mali,Kayes,,2403704.9116948126,2472895.985401733,2545865.4069964746,2621576.103412489,2699755.093580377,2780265.8054468553,
00004a31ab78db81c6cb,GIN,GIN.4_1,Guinea,Kankan,,2486041.7672800603,2544265.2819679384,2611532.6184993377,2683721.041251855,2759727.985856502,2837887.6689676256,
0000e6469980eacff98f,GIN,GIN.3_1,Guinea,Faranah,,1169721.188100612,1197092.6955131812,1228714.236016615,1262647.22249638,1298373.0635928668,1335109.7922550638,
0000c5307888e2131c81,MRT,MRT.8_1,Mauritania,Hodh el Gharbi,Hodh Occidental|Western Hodh,345907.8747977844,355858.46361311426,365845.72214730026,375978.8681791576,386249.85289388563,396801.42495796364,
00005d7bcce6b53f4b93,MRT,MRT.2_1,Mauritania,Assaba,AÃ§aba|el-`AÃ§Ã¢ba,374821.1497104496,385619.80165526853,396458.4070759002,407455.57170782425,418602.5127303949,430054.42476584023,
0000316580ec4436d09e,MRT,MRT.11_1,Mauritania,Tagant,,94740.05334519279,97464.7760317193,100199.50686011968,102974.16311067919,105786.54434253478,108675.73666325794,
0000d6a4dcd131de9ae3,MRT,MRT.3_1,Mauritania,Brakna,,372113.07198947464,382844.1108162008,393614.99927434104,404543.62788527115,415621.23521789483,427002.2079022478,
0000473da798f9bf22a0,MRT,MRT.5_1,Mauritania,Gorgol,,385410.8399285299,396537.1787868371,407705.0073879103,419036.5869960015,430522.79532175063,442323.8894580498,
0000070ae703dd871c86,SEN,SEN.9_1,Senegal,Matam,,658365.4860760674,676745.8198671527,695640.6117354102,715012.7787261624,734787.8120558927,755109.784132676,
0000f4afb55637b944c2,MRT,MRT.13_1,Mauritania,Trarza,,299182.4539268726,307813.18708781793,316476.08718192414,325265.9385612369,334175.6752033831,343329.4932168842,
00000a97e329c2941d51,MRT,MRT.9_1,Mauritania,Inchiri,,24787.280320082118,25502.01073247188,26219.39382304824,26947.28146449281,27685.090419169777,28443.10213873584,
0000bcf234cd9889cc82,SEN,SEN.10_1,Senegal,Saint-Louis,Fleuve|VallÃ©e du Fleuve,1040160.0882016645,1069215.104040174,1099084.0411257937,1129708.4247264755,1160970.4423500253,1193097.6046214276,
00008631ba6de554c318,SEN,SEN.8_1,Senegal,Louga,,1004681.9453937798,1032722.5509020117,1061547.621185624,1091100.5181295073,1121267.5922175215,1152268.7658548392,
0000df7f6d5b15f9a08d,MRT,MRT.10_1,Mauritania,Nouakchott,,1181964.264841135,1217057.8328926777,1252296.6184975654,1288068.4339601088,1324341.3472331252,1361635.8305042374,
0000ffc9a295e5145dce,MRT,MRT.4_1,Mauritania,Dakhlet Nouadhibou,Dakhlet NouÃ¢dhibou|Baie du LÃ©vrier|LÃ©vrier Bay,146741.98938037187,151094.45541580356,155464.8683146764,159901.31663763587,164399.85404223247,169024.96531391953,
00000bff205a417f3641,SEN,SEN.13_1,Senegal,ThiÃ¨s,,2051361.720663136,2108995.370547289,2168258.9486314417,2229039.055570615,2291101.207338831,2354891.470318883,
0000d4c4e2b53225c3b7,SEN,SEN.1_1,Senegal,Dakar,Cap Vert|Dacar,3630886.980574143,3733707.0081397463,3839472.0043987553,3947986.0293232105,4058828.869646365,4172783.7350608218,
00001a20b679ae705ff1,SEN,SEN.2_1,Senegal,Diourbel,,1731958.4602368486,1780549.9023828912,1830512.409149214,1881749.8336754153,1934064.6401125498,1987833.976020826,
0000c9c06988cd757bb4,SEN,SEN.3_1,Senegal,Fatick,,828068.3517269415,851212.7141236935,875006.0828691516,899401.9748769421,924306.5096115082,949900.691813149,
00009258428b84a4bbb3,GMB,GMB.4_1,Gambia,North Bank,,240653.23983013153,247850.89937714476,255171.469984019,262656.9500888199,270304.6819111208,278175.11826806224,
0000560729acf5d2db25,GMB,GMB.6_1,Gambia,Western,,875276.5650889828,901893.9812124436,928975.0229563258,956675.9227612107,984986.516340557,1014135.0166052221,
0000d8668f8188311ce7,GMB,GMB.1_1,Gambia,Banjul,,350859.55030943564,361603.63172436075,372536.36777442694,383720.9758021448,395153.2976588793,406926.22639961046,
0000c982ccb3ecd976f5,SEN,SEN.14_1,Senegal,Ziguinchor,,636745.3490358862,654621.6570068967,673002.900975955,691853.8102555666,711101.6889166272,730885.1016215647,
0000ef2ad336db8398c5,GNB,GNB.5_1,Guinea-Bissau,Cacheu,,230868.3006324229,236955.58288603605,243026.6039003359,249159.47126778137,255351.4543138499,261697.3252028123,
0000a00d73b30de79350,GNB,GNB.4_1,Guinea-Bissau,Bolama,Bolama-Bijagcs,39614.677232483664,40658.484647157136,41699.48034561416,42751.05944296572,43812.75214809348,44900.81239811494,
0000a1c738441a486659,GNB,GNB.9_1,Guinea-Bissau,Tombali,,113976.495410452,116975.6563453028,119966.51062535768,122987.7183170221,126037.85977751948,129163.64793710687,
00004486e2afb34a4d63,GNB,GNB.8_1,Guinea-Bissau,Quinara,Buba,78923.00698792496,81000.29347110237,83071.92086969875,85164.54679980395,87277.22996726098,89442.32422722498,
0000092a7173ace73203,GIN,GIN.1_1,Guinea,BokÃ©,,1340905.222607532,1372310.817133304,1408595.0096155698,1447533.899820658,1488532.7484028016,1530692.8766724186,
00008ea2bf0104e36476,GIN,GIN.5_1,Guinea,Kindia,,1966755.932201429,2012895.5550212956,2066208.151611457,2123427.704983919,2183681.238700188,2245644.6011655373,
00005089229e88ca61b1,GNB,GNB.6_1,Guinea-Bissau,GabÃº,,271986.5386026632,279155.26442034094,286304.7529723011,293526.99353202013,300818.7642490683,308291.6849316379,
0000d29d932816658073,GNB,GNB.1_1,Guinea-Bissau,BafatÃ¡,,257957.19493810274,264759.7860404049,271544.2221896193,278397.7958345389,285317.46004669217,292409.1236331984,
0000ef286282c2244d97,GNB,GNB.7_1,Guinea-Bissau,Oio,,277139.7743078918,284445.1798052296,291731.02024156536,299091.0311578971,306521.92953374033,314137.45708426775,
00003618694a9df5c034,SEN,SEN.7_1,Senegal,Kolda,,776365.852706025,798064.507037066,820371.5649807387,843243.4596835352,866592.1830473588,890587.4493786722,
000015736031466a909e,SEN,SEN.12_1,Senegal,Tambacounda,SÃ©nÃ©gal Oriental,804744.4729424983,827254.7695972348,850397.1163978028,874126.4440134852,898351.4016636576,923247.7562975358,
0000b801f0cec9cc20a1,SEN,SEN.11_1,Senegal,SÃ©dhiou,,530702.64070335,545543.7426234961,560801.3761098541,576445.8031566773,592416.8058475296,608830.3281477547,
0000602f33c867e3b9b7,GNB,GNB.3_1,Guinea-Bissau,Bissau,,512539.5346383094,526226.5997779209,539880.6270172207,553679.1744039317,567615.955278276,581903.543663878,
00008e0ccc9344e532ea,GNB,GNB.2_1,Guinea-Bissau,Biombo,,126463.92428793198,129820.0086784373,133167.72466002058,136550.1414059279,139965.8157580846,143466.93581078225,
0000bbc6b305f2c6909a,GMB,GMB.2_1,Gambia,Lower River,Central|South Bank,84115.81876536048,86637.08223962487,89201.26364735299,91823.45340577248,94502.5930859686,97259.91425017426,
00004159c410485e6ec8,SEN,SEN.5_1,Senegal,Kaolack,,1123979.2180217805,1155473.4773620013,1187854.549088121,1221059.8040015628,1254961.3044903565,1289804.1177315214,
0000106e943de78c023c,GMB,GMB.3_1,Gambia,Maccarthy Island,Central River|Jangjangbureh|Janjanbureh|Janjangburreh,235823.707012014,242882.72745604906,250062.4165193505,257403.97279670124,264904.78380477306,272624.1997061059,
00003e1c753980ca870d,SEN,SEN.4_1,Senegal,Kaffrine,,660824.182621042,679256.7130873778,698204.4017192372,717629.9307360493,737458.6187475645,757835.2048631604,
00006ba1e01395c37849,GMB,GMB.5_1,Gambia,Upper River,,256084.1114617786,263783.26640597207,271614.74217146693,279623.5363247113,287806.7700353141,296229.53200506314,
0000907166da06af5667,SEN,SEN.6_1,Senegal,KÃ©dougou,SÃ©nÃ©gal Oriental,180568.88631713088,185608.9647666767,190790.1000949237,196102.09660201916,201524.52464603973,207096.8943545675,
0000b2f76e1579347564,MRT,MRT.6_1,Mauritania,Guidimaka,Guidimagha|Guidimakha,312068.3591296788,321092.7138532084,330151.079825896,339342.5872486863,348659.7791651741,358232.83078014845,
0000ab37cc2d64c1717f,GIN,GIN.6_1,Guinea,LabÃ©,,1223093.208452358,1251700.0212177732,1284747.6957282622,1320209.9197319997,1357544.5540776805,1395935.0299735407,
0000772822dfacd7dde6,GIN,GIN.7_1,Guinea,Mamou,,896079.5095559336,917040.3789921002,941255.4082036925,967239.888750587,994596.6036766749,1022727.0889707091,
000006909bc1d595410e,SLE,SLE.2_1,Sierra Leone,Northern,,2277370.860408977,2327532.861327526,2377810.456969424,2428926.510488985,2480709.041450056,2533595.597893534,
000013d321e7152cce44,SLE,SLE.1_1,Sierra Leone,Eastern,,1505911.5655485773,1539166.734936781,1572500.5520420535,1606393.7876097104,1640733.0001583064,1675806.322700589,
00003a75c5ae36e696e5,GIN,GIN.2_1,Guinea,Conakry,,2069172.9797834433,2118062.455779095,2174578.524778939,2235265.724944803,2299202.5716602136,2364968.2503083185,
0000c91c3d31d65c6762,SLE,SLE.3_1,Sierra Leone,Southern,,1517126.4208948985,1550561.7198964327,1584074.4228679773,1618146.7259600083,1652664.1348050865,1687917.8980181664,
0000386c909e82a8650c,SLE,SLE.4_1,Sierra Leone,Western,,1398155.8800359713,1429299.8904977276,1460523.8576128657,1492283.0428143311,1524472.9309000317,1557357.1894995924,
00001e9742320052d8b8,GIN,GIN.8_1,Guinea,NzÃ©rÃ©korÃ©,,1938066.7314848136,1983490.0355054557,2035971.3378636946,2092294.8362254102,2151600.7191793355,2212587.7147260103,
00006549045a637e2fb7,LBR,LBR.3_1,Liberia,Gbapolu,Gbarpolu,103841.32098360565,106501.2871790477,109171.70866052974,111861.1634659692,114579.3213578611,117363.52882492628,
00003ae2d4bf0b55f62e,LBR,LBR.4_1,Liberia,Grand Cape Mount,,164892.37900906516,169119.6999704931,173363.85260220332,177638.51172953044,181959.03552985727,186384.64618708464,
0000a557ff1c1c7c3b20,LBR,LBR.1_1,Liberia,Bomi,,171088.52565260173,175506.1360219672,179942.92591856452,184413.00976038692,188932.67140566325,193563.11168915418,
00009f930a0069bec042,LBR,LBR.11_1,Liberia,Montserrado,,1440272.4289201126,1477747.9440832646,1515400.8971534227,1553349.9542179736,1591735.0768232713,1631068.7629399647,
00002071b993cf1abaa5,LBR,LBR.9_1,Liberia,Margibi,,416511.952996729,427302.53415064997,438141.43763336446,449063.55281118373,460108.6995192128,471425.53198285773,
0000efc0e6b1324328e1,CIV,CIV.2_1,CÃ´te d'Ivoire,Bas-Sassandra,,2364599.3975342605,2423778.4787487574,2485197.545837314,2548457.93622145,2613438.301842829,2680075.666181124,
0000aa958ecd3715c755,LBR,LBR.10_1,Liberia,Maryland,,188216.27460899358,193079.14322643733,197963.28803959256,202884.23229784227,207859.9188506406,212957.64297497016,
0000cd72e9ef91220391,LBR,LBR.7_1,Liberia,GrandKru,Grand Kru,64393.27852490364,66042.80841436537,67698.82466243405,69366.64658791668,71052.27105318145,72778.85658182089,
00007d6ec3b1bbe8f4d4,LBR,LBR.14_1,Liberia,River Gee,,101303.90174444734,103907.0036463505,106520.76610246871,109153.55101576855,111814.87232884667,114541.08375804078,
0000f40ba36f9387ba73,LBR,LBR.15_1,Liberia,Sinoe,,128469.95544412277,131769.46364703824,135082.38952241093,138419.3409844393,141792.3681979519,145247.59352744406,
00008b191d54f6a664e1,LBR,LBR.5_1,Liberia,GrandBassa,Grand Bassa,267013.9192009023,273887.99376016285,280790.8654364264,287744.57316314086,294774.32609522284,301975.8314906955,
0000defcf5b9a720b1a9,LBR,LBR.13_1,Liberia,River Cess,Rivercess,96483.92018911938,98961.02906090836,101448.16486079752,103953.29485843169,106485.4599877651,109079.30769947842,
00006c59a95551c057d6,LBR,LBR.6_1,Liberia,GrandGedeh,Grand Gedeh,168204.06568678413,172544.19200949025,176903.00704948299,181294.38886816637,185734.31661267142,190282.98768602218,
000063949a259c126e3a,CIV,CIV.8_1,CÃ´te d'Ivoire,Montagnes,,2484626.783258901,2546771.461835438,2611266.806155844,2677693.9273125743,2745925.2645905535,2815895.3693957045,
0000f7ee77724941fe4b,LBR,LBR.12_1,Liberia,Nimba,,601313.1985105693,616801.0897915792,632354.0263265705,648022.0789293308,663861.9112327145,680088.9505343378,
0000c27beff12c9248fa,LBR,LBR.2_1,Liberia,Bong,,397493.6289134441,407737.8326966575,418025.5298080223,428389.51821304974,438867.4351421867,449601.6494729911,
000054bf1264cdd7cbb3,LBR,LBR.8_1,Liberia,Lofa,,350745.44719454873,359788.83205810626,368870.9105074399,378020.59764179046,387271.12302646815,396748.03615439136,
0000b8870bad030fd0ba,CIV,CIV.4_1,CÃ´te d'Ivoire,DenguÃ©lÃ©,,300683.43299910444,308187.1849587456,315974.0985738669,323993.47088128055,332229.8376852338,340675.5993375997,
0000a50fa2869366876b,CIV,CIV.12_1,CÃ´te d'Ivoire,Woroba,,884961.3317451553,907031.6953199691,929934.2145207704,953519.7334560498,977742.7362962519,1002581.1325799413,
0000b9090754a59a1575,CIV,CIV.9_1,CÃ´te d'Ivoire,Sassandra-MarahouÃ©,,2402017.86663501,2462124.079160637,2524505.0083820405,2588755.6819278793,2654752.815000802,2722432.599945449,
0000b2e1df0c1568c2c8,CIV,CIV.11_1,CÃ´te d'Ivoire,VallÃ©e du Bandama,,1471615.6391676175,1508446.332031261,1546671.1390170134,1586041.945517254,1626483.2276141574,1667955.7752456642,
0000656b0e363a060add,CIV,CIV.6_1,CÃ´te d'Ivoire,Lacs,,1298006.9462943652,1330423.7224019193,1364064.6352037482,1398710.8968649362,1434295.8087816995,1470786.1099332797,
0000701e3d5d38823afb,CIV,CIV.13_1,CÃ´te d'Ivoire,Yamoussoukro,,367549.537877781,376768.40729419026,386337.07361492614,396193.55154451815,406319.0028396614,416703.24928303884,
000092c509a76a18ea90,CIV,CIV.7_1,CÃ´te d'Ivoire,Lagunes,,1480303.6497244646,1517328.6826824965,1555754.2136810375,1595330.682182857,1635982.0901367394,1677669.4393538637,
00006963ce9fa7537179,CIV,CIV.5_1,CÃ´te d'Ivoire,GÃ´h-Djiboua,,1671575.4056624451,1713410.2070222134,1756828.5226177913,1801548.5248932044,1847484.4274703579,1894591.69945767,
00001d89e5cdde269603,CIV,CIV.1_1,CÃ´te d'Ivoire,Abidjan,,4888178.437633712,5011626.427644374,5139793.68129381,5271855.422676167,5407562.0533562135,5546762.033844063,
0000a66c4948401503de,CIV,CIV.3_1,CÃ´te d'Ivoire,ComoÃ©,,1281158.639795864,1313203.2640537918,1346459.9029072307,1380712.625855215,1415895.6642152425,1451975.3026250189,
000026df4ecb8fbc35c3,GHA,GHA.10_1,Ghana,Western,,2721505.60899979,2783895.878945331,2846447.350676824,2909651.321963039,2973441.849734855,3038631.149261661,
0000c35f47912db7c5b6,GHA,GHA.2_1,Ghana,Brong Ahafo,,2566085.315504153,2624893.899394031,2683854.045176941,2743428.8878834713,2803556.2669062996,2865001.679441493,
0000950f91de922668c8,CIV,CIV.14_1,CÃ´te d'Ivoire,Zanzan,,962511.1706381065,986507.5194866089,1011408.2012200247,1037051.0447542717,1063386.54340607,1090390.8609845734,
00008053294388014a85,GHA,GHA.9_1,Ghana,Volta,,2467250.908159562,2523717.8135170056,2580328.6996073527,2637528.4397060294,2695257.3560210955,2754250.0374517427,
00007dd09fb93783d97c,GHA,GHA.1_1,Ghana,Ashanti,,5716195.9689539885,5848066.083328365,5980292.137359468,6113911.511777913,6248785.0260986,6386634.214601897,
0000cc7e8b9a4f17a1d4,GHA,GHA.4_1,Ghana,Eastern,,2913352.0177282146,2980192.282126123,3047205.5818663146,3114919.0402360377,3183261.7515701503,3253104.1880957074,
0000f7f5c50752361d6c,GHA,GHA.3_1,Ghana,Central,,2630073.398590239,2690635.275660679,2751358.536996834,2812719.7538575144,2874654.9807479396,2937954.196155717,
00009a7340ea9f9a76f8,GHA,GHA.5_1,Ghana,Greater Accra,,4649519.293235298,4757231.055466156,4865241.482408656,4974397.855070753,5084586.413763239,5197215.870397269,
00000c7405ce08e51702,TGO,TGO.3_1,Togo,Maritime,RÃ©gion Maritime,3271307.4585292335,3357273.8518712884,3442702.559337549,3528930.299370267,3616122.724136749,3705469.6106439144,
0000e3df791696cbba8c,BEN,BEN.8_1,Benin,Littoral,,705838.7706572275,725706.4599070152,745980.3437161746,766734.3758422908,787947.3804730125,809747.278811068,
0000a8eddbe2b4857417,BEN,BEN.3_1,Benin,Atlantique,,1557869.628486119,1601431.8243797196,1645874.5614567497,1691359.4643415497,1737839.572199577,1785597.12542907,
0000888616bbacfa4bbc,BEN,BEN.9_1,Benin,Mono,,550006.6783510158,565385.0879870661,581074.226660002,597131.187143094,613539.3988437412,630398.52868637,
