system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,noacc14,noacc15,noacc16,noacc17,noacc18,noacc19,.geo
000025bab4da20c10534,MAR,MAR.3_1,Morocco,FÃ¨s - Boulemane,,0.0,0.0,0.0,0.0,0.0,0.0,
0000a729f6df5f88baf2,MAR,MAR.11_1,Morocco,Rabat - SalÃ© - Zemmour - Zaer,,0.0,0.0,0.0,0.0,0.0,0.0,
0000f812f55fcc62db10,MAR,MAR.1_1,Morocco,Chaouia - Ouardigha,,0.0,0.0,0.0,0.0,0.0,0.0,
000072342323ae199fe8,MAR,MAR.13_1,Morocco,Tadla - Azilal,,0.0,0.0,0.0,0.0,0.0,0.0,
00008b899c1371d90055,MAR,MAR.12_1,Morocco,Souss - Massa - DraÃ¢,,0.0,0.0,0.0,0.0,0.0,0.0,
0000c9f79b241823157f,MAR,MAR.8_1,Morocco,Marrakech - Tensift - Al Haouz,,0.0,0.0,0.0,0.0,0.0,0.0,
00004e3193531c4657dd,MAR,MAR.5_1,Morocco,Grand Casablanca,,0.0,0.0,0.0,0.0,0.0,0.0,
0000716943d026c6a28c,MAR,MAR.2_1,Morocco,Doukkala - Abda,,0.0,0.0,0.0,0.0,0.0,0.0,
0000c505d46fa3ffd8a0,MRT,MRT.1_1,Mauritania,Adrar,,38603.33007810836,40885.55094629096,41227.72711695505,34960.63059391608,38878.431462612694,39939.98970381398,
00007846c1adc2533a38,MRT,MRT.7_1,Mauritania,Hodh ech Chargui,Eastern Hodh|Hodh Charghi|Hodh Oriental,474527.86392543453,479466.40395373263,506386.41725370503,476828.1487515088,485678.2448868902,498943.12542131875,
00007963755b337d8340,MLI,MLI.9_1,Mali,Timbuktu,Timbouctou|Tombouctou|TimbuctÂ|Timbuctu|Tombuktu|TombuctÃº|Tomboucto,731585.4512395338,743690.7945925093,769825.9362891573,773125.0772036187,785187.8355552128,808517.2137775125,
00000cc9f86a5150fd8e,MLI,MLI.4_1,Mali,Kidal,,82607.68704028238,82129.75322715474,86458.32982183633,76592.61243765526,76263.75220186063,78526.919255136,
0000cbe5ae5b7597717f,MLI,MLI.2_1,Mali,Gao,,583280.0141913883,590722.4699080475,610701.5065128135,599470.8447773706,604728.8859380236,622684.8845716552,
00001585d27a850541e6,BFA,BFA.12_1,Burkina Faso,Sahel,,1144404.5034859295,1172397.080810154,1202358.1306270375,1207982.5009007917,1216284.9526674387,1250885.5729969447,
0000c770f163a3ab2a9e,MLI,MLI.6_1,Mali,Mopti,,2140077.3049234916,2184065.648698478,2252028.8749433807,2241931.773731791,2303245.377376995,2371683.187190364,
0000046e2cf5fd905b55,BFA,BFA.10_1,Burkina Faso,Nord,,1194322.0830170764,1197081.0290599635,1237663.1355323486,1219774.5064205874,1239435.8526135809,1274717.6522287414,
0000f2e9059432203744,BFA,BFA.4_1,Burkina Faso,Centre-Nord,,1312242.3039957024,1311340.2091782766,1350103.0860865603,1323747.4950505504,1316390.1161248512,1353873.4822440718,
0000b4e0282372ebaf08,BFA,BFA.8_1,Burkina Faso,Est,,1407017.008483032,1438917.6334694952,1491488.8224466878,1505390.516842656,1517469.443161309,1560700.009642118,
0000c9a94e51cd4db13e,BFA,BFA.11_1,Burkina Faso,Plateau-Central,,688427.5508345446,690994.8978482954,720291.1997635112,713936.6318458604,701780.2042444285,721748.9365931433,
00002cdc08b8bbaa4fba,BFA,BFA.3_1,Burkina Faso,Centre-Est,,1170927.8740795644,1183673.546047714,1218111.5319264424,1168078.3677383733,1139187.4486223962,1171626.5422824856,
00003de32091289a3c2f,BFA,BFA.7_1,Burkina Faso,Centre,,142291.5282553716,131432.8363865332,148736.45268959762,92021.36535077076,87973.50537459757,90474.6983869828,
0000d565377a34d68200,BFA,BFA.6_1,Burkina Faso,Centre-Sud,,668966.7212210365,683400.0452818549,702342.3602363893,692024.7294458267,697279.9723474362,717115.7092490963,
000096cf0d6569f37a73,GHA,GHA.7_1,Ghana,Upper East,,600418.4918962795,499998.2440597697,481807.57134690235,285198.38917413546,296611.1893828574,303021.48944141116,
00004f4af390e756511e,TGO,TGO.5_1,Togo,Savanes,RÃ©gion des Savanes,856852.0676036513,788912.700803823,808382.6887679477,750821.170829902,752103.8463272311,770610.1958281496,
00004a18528299f30e7b,GHA,GHA.6_1,Ghana,Northern,,1391868.2009211185,1327791.8943325076,1205233.1494072082,959593.2921294424,947991.8843598895,968479.8765100422,
0000f8925c5c9e5607e8,BFA,BFA.5_1,Burkina Faso,Centre-Ouest,,1268100.2006266098,1276009.3473318024,1294476.2829898233,1252845.912857384,1274076.1566385156,1310360.525443172,
0000febc2c03e8095cc1,GHA,GHA.8_1,Ghana,Upper West,,431467.3750501994,403141.68861132476,322171.3670317148,236328.5730968512,243625.96541877216,248892.0019178904,
0000f1464e81665a2322,BFA,BFA.1_1,Burkina Faso,Boucle du Mouhoun,,1487543.467101201,1493008.8879119304,1516587.724666952,1447172.675973029,1498388.0164095017,1541049.6055724008,
00006d18bde90d5e3bf7,BFA,BFA.9_1,Burkina Faso,Haut-Bassins,,1210982.094067708,1214464.5110765803,1271764.5765791868,1157670.9177550029,1147263.2223003304,1179938.6929494676,
0000d59a255e4eaba06b,BFA,BFA.13_1,Burkina Faso,Sud-Ouest,,703335.2650920643,715145.0692682284,739467.866862347,745717.5925285878,743596.0952429948,764753.3833090523,
0000dc98ea3cd42597eb,BFA,BFA.2_1,Burkina Faso,Cascades,,689575.0356979176,699931.8584189621,722136.1159423825,697557.2714668358,672767.6992251595,691912.7405779193,
0000cd6763c3938e8104,MLI,MLI.8_1,Mali,Sikasso,,2564924.369126963,2589916.3191856886,2693859.968389222,2557789.858606276,2536488.2617084547,2611911.4488229505,
0000354d7484d6713067,MLI,MLI.7_1,Mali,SÃ©gou,Segou,2333274.176564437,2332798.036294949,2411231.6246386245,2271612.5567260846,2369402.795922119,2439819.9604785545,
0000a50735eb481f8af5,MLI,MLI.5_1,Mali,Koulikoro,,2113607.40761556,2069032.527368869,2093748.8191507026,1901240.4736715078,1934405.0839744282,1991872.5681817252,
0000b1b6c0305f4229d0,CIV,CIV.10_1,CÃ´te d'Ivoire,Savanes,,688911.6387495617,651133.8377892239,639626.7780697829,572129.9175193218,543617.2470985422,557369.7347464972,
000066dca0376bf6dc20,MLI,MLI.1_1,Mali,Bamako,,0.0,0.0,0.0,0.0,0.0,0.0,
000098dbce621d2ac3b1,MLI,MLI.3_1,Mali,Kayes,,1973053.7907572666,1982846.6479907196,2051520.6824570908,1941058.9988505722,1972671.7327525383,2031283.5803762276,
00004a31ab78db81c6cb,GIN,GIN.4_1,Guinea,Kankan,,2098006.223205699,1746752.6534042463,1806951.0205642357,1620679.7073564315,1646753.4811815594,1693233.5925842365,
0000e6469980eacff98f,GIN,GIN.3_1,Guinea,Faranah,,1011863.0671483855,920142.7952366241,957656.1661177113,917077.573536024,1012059.5088760472,1040648.076330553,
0000c5307888e2131c81,MRT,MRT.8_1,Mauritania,Hodh el Gharbi,Hodh Occidental|Western Hodh,315860.422809502,300496.958319511,319953.972027364,322706.776154053,335353.29544951126,344513.43856056844,
00005d7bcce6b53f4b93,MRT,MRT.2_1,Mauritania,Assaba,AÃ§aba|el-`AÃ§Ã¢ba,320261.2036951772,312526.2595256449,339275.94568738283,329906.57532503427,305772.13249554974,314125.11125970655,
0000316580ec4436d09e,MRT,MRT.11_1,Mauritania,Tagant,,83970.86882197893,88233.3961617124,89116.45912265933,79609.551143489,82716.21994966148,84975.48734632944,
0000d6a4dcd131de9ae3,MRT,MRT.3_1,Mauritania,Brakna,,317906.03151986265,309462.15261537186,322825.97097333235,322857.15912947565,269087.13231940765,276436.33487921586,
0000473da798f9bf22a0,MRT,MRT.5_1,Mauritania,Gorgol,,333898.01954375,326058.7555198128,339552.1284213087,336826.2430460515,328007.42976112606,336979.0233438178,
0000070ae703dd871c86,SEN,SEN.9_1,Senegal,Matam,,429329.0547706292,440957.5643110876,448278.58458309044,355602.14990776987,355570.4387376321,365381.6869392927,
0000f4afb55637b944c2,MRT,MRT.13_1,Mauritania,Trarza,,244778.0535748917,239566.96043816622,252442.10700379836,241266.92513561712,252175.52536503327,259061.6708343501,
00000a97e329c2941d51,MRT,MRT.9_1,Mauritania,Inchiri,,10012.02679415898,10114.561732845352,10291.492249674619,9133.311887477637,9273.197890990064,9526.398425917454,
0000bcf234cd9889cc82,SEN,SEN.10_1,Senegal,Saint-Louis,Fleuve|VallÃ©e du Fleuve,535298.1333597997,551770.9114597234,587259.1173401607,516179.13370465505,540531.1856617474,555442.6885073655,
00008631ba6de554c318,SEN,SEN.8_1,Senegal,Louga,,646012.7996738163,651435.8987241355,695532.8584422077,633968.5561009803,645981.4982468868,663801.3983338992,
0000df7f6d5b15f9a08d,MRT,MRT.10_1,Mauritania,Nouakchott,,831.129821810096,789.357180229448,455.7634529368303,40.27563522512143,171.8233299571151,176.51488939212115,
0000ffc9a295e5145dce,MRT,MRT.4_1,Mauritania,Dakhlet Nouadhibou,Dakhlet NouÃ¢dhibou|Baie du LÃ©vrier|LÃ©vrier Bay,2947.81012008311,3200.5900864458013,3316.7322039423425,2460.6707609605583,2504.771821096208,2573.163499180515,
00000bff205a417f3641,SEN,SEN.13_1,Senegal,ThiÃ¨s,,565706.7813137552,510402.6208446808,570571.9387903968,404543.6244753339,364468.9782901377,374523.8388105992,
0000d4c4e2b53225c3b7,SEN,SEN.1_1,Senegal,Dakar,Cap Vert|Dacar,13735.50633302864,5887.5118922488355,11513.019231812019,1441.9333037514023,75.84562372331291,77.9376905037614,
00001a20b679ae705ff1,SEN,SEN.2_1,Senegal,Diourbel,,611725.846888223,590957.8516064462,639944.6626074446,526810.5277442833,494288.2433085217,507925.31884570955,
0000c9c06988cd757bb4,SEN,SEN.3_1,Senegal,Fatick,,564486.588501053,574772.3499763809,603024.8146813657,554772.3571000433,550430.4229574486,565625.868803,
00009258428b84a4bbb3,GMB,GMB.4_1,Gambia,North Bank,,233927.45032243355,243002.7455999869,242798.06520561728,228719.58665090182,190554.5502583245,196079.48493359765,
0000560729acf5d2db25,GMB,GMB.6_1,Gambia,Western,,206026.4514917224,192792.55251919758,232978.26848650994,172221.30924877172,149072.36413187344,153408.3717546745,
0000d8668f8188311ce7,GMB,GMB.1_1,Gambia,Banjul,,0.0,0.0,0.0,0.0,0.0,0.0,
0000c982ccb3ecd976f5,SEN,SEN.14_1,Senegal,Ziguinchor,,366068.2528847029,371181.0387013576,401253.3424994153,352759.94613043737,345179.80066722457,354717.23769430723,
0000ef2ad336db8398c5,GNB,GNB.5_1,Guinea-Bissau,Cacheu,,225358.30791669647,202940.27077270765,212668.73381602875,220851.65812897828,232050.84376905015,237812.0644750495,
0000a00d73b30de79350,GNB,GNB.4_1,Guinea-Bissau,Bolama,Bolama-Bijagcs,38257.90013788704,38236.789860286844,30688.40026889602,30355.709897434994,31108.709767374137,31880.389016791087,
0000a1c738441a486659,GNB,GNB.9_1,Guinea-Bissau,Tombali,,113359.25268869546,108801.65344325472,113033.02051350029,115148.91330148892,114386.37292840249,117220.89585723367,
00004486e2afb34a4d63,GNB,GNB.8_1,Guinea-Bissau,Quinara,Buba,78923.00698792496,66863.90238030136,69087.85366699842,67199.51038172178,71169.63308421125,72931.5357335734,
0000092a7173ace73203,GIN,GIN.1_1,Guinea,BokÃ©,,1038123.5022276572,1027176.8666926624,1000720.0853525494,880832.236453348,832122.9566824228,855671.6122709347,
00008ea2bf0104e36476,GIN,GIN.5_1,Guinea,Kindia,,1137702.2465280434,1118904.3929469509,1102624.5988432846,1029650.8935839608,981114.82902036,1008783.3232978178,
00005089229e88ca61b1,GNB,GNB.6_1,Guinea-Bissau,GabÃº,,237641.08883764772,237426.27591328582,247417.33975480756,246347.44727024777,247246.78784908922,253375.6916339125,
0000d29d932816658073,GNB,GNB.1_1,Guinea-Bissau,BafatÃ¡,,232799.5764339338,223674.08307903248,233237.4450447833,226297.36658916203,233023.19906930916,238799.77951484607,
0000ef286282c2244d97,GNB,GNB.7_1,Guinea-Bissau,Oio,,277139.7743078918,284402.22065215174,267544.51930812345,263033.2765717805,268369.8411522989,275026.1521934836,
00003618694a9df5c034,SEN,SEN.7_1,Senegal,Kolda,,583077.8188793384,590174.8100115499,632074.1465180273,588186.7122633797,580000.6203257724,596004.6467711967,
000015736031466a909e,SEN,SEN.12_1,Senegal,Tambacounda,SÃ©nÃ©gal Oriental,556843.6006125315,559473.7774718035,601995.2293478767,577347.5463920205,583003.4457180107,599096.9405231461,
0000b801f0cec9cc20a1,SEN,SEN.11_1,Senegal,SÃ©dhiou,,437990.9663550087,445936.6598515449,473965.10289467755,431698.9640188028,407675.8162218344,418926.6879810572,
0000602f33c867e3b9b7,GNB,GNB.3_1,Guinea-Bissau,Bissau,,58908.61508423864,5939.5879475048405,6926.649346464349,2267.850026714113,1096.1714305712596,1123.3086128327523,
00008e0ccc9344e532ea,GNB,GNB.2_1,Guinea-Bissau,Biombo,,107740.77482389237,89965.6476622399,95468.31200357272,91268.1989451156,110342.58889526773,113100.9570191871,
0000bbc6b305f2c6909a,GMB,GMB.2_1,Gambia,Lower River,Central|South Bank,83882.76228472557,85410.8088278619,86756.26007386297,72063.19682269865,64246.08749735306,66112.29610791907,
00004159c410485e6ec8,SEN,SEN.5_1,Senegal,Kaolack,,638594.6134221723,641023.6142235394,683928.5006735536,597576.3337718259,579447.6697634611,595443.8286734731,
0000106e943de78c023c,GMB,GMB.3_1,Gambia,Maccarthy Island,Central River|Jangjangbureh|Janjanbureh|Janjangburreh,234687.52330340404,242882.72745604906,250062.4165193505,237007.38941721834,244801.16992655245,251925.4875378185,
00003e1c753980ca870d,SEN,SEN.4_1,Senegal,Kaffrine,,529390.321950433,548363.0923491124,579656.5965277863,548964.5602385533,543160.672136055,558144.7804687752,
00006ba1e01395c37849,GMB,GMB.5_1,Gambia,Upper River,,239592.75375571309,242644.5585753751,250598.55742856843,218807.1419018851,179313.3699969726,184529.04272994786,
0000907166da06af5667,SEN,SEN.6_1,Senegal,KÃ©dougou,SÃ©nÃ©gal Oriental,152492.379279021,149974.65286973582,157556.73200417086,143440.4160581506,129496.68022995764,133069.14517621053,
0000b2f76e1579347564,MRT,MRT.6_1,Mauritania,Guidimaka,Guidimagha|Guidimakha,282494.39205049496,284716.681530743,286632.2506992133,291878.4087226865,299261.1586310661,307458.54672547465,
0000ab37cc2d64c1717f,GIN,GIN.6_1,Guinea,LabÃ©,,1072606.6448925398,1096238.4185363771,1081872.8964194017,1043924.0075730057,1105201.4033052523,1136392.255280114,
0000772822dfacd7dde6,GIN,GIN.7_1,Guinea,Mamou,,737090.7870366906,745168.5948065498,743369.142473992,731023.7667218265,754992.6350598477,776304.9675923896,
000006909bc1d595410e,SLE,SLE.2_1,Sierra Leone,Northern,,1911526.3709162655,1946540.9653634883,2008594.4818932004,1931033.3938280758,1940344.5029020775,1981614.833676024,
000013d321e7152cce44,SLE,SLE.1_1,Sierra Leone,Eastern,,1200717.851237143,1157212.679030419,1242577.2213801572,1189527.6402346469,1079829.964311426,1104076.608378052,
00003a75c5ae36e696e5,GIN,GIN.2_1,Guinea,Conakry,,6753.571084129282,5328.179353874884,3909.1297507764575,2346.8125398470265,1183.2694431096982,1216.6119048818744,
0000c91c3d31d65c6762,SLE,SLE.3_1,Sierra Leone,Southern,,1243034.9050263143,1239617.949755431,1271617.024754054,1251045.0496431023,1263884.0952687315,1290759.4776186936,
0000386c909e82a8650c,SLE,SLE.4_1,Sierra Leone,Western,,154939.9275012046,108768.57702261585,119374.76696383698,52706.3437566984,38139.72211938397,38954.32870379898,
00001e9742320052d8b8,GIN,GIN.8_1,Guinea,NzÃ©rÃ©korÃ©,,1729209.36840674,1456216.5704506822,1522770.7944077218,1372074.1671497396,1330585.437740187,1368169.9670305324,
00006549045a637e2fb7,LBR,LBR.3_1,Liberia,Gbapolu,Gbarpolu,100997.93414293171,100946.11739357766,109171.70866052974,109178.00059863042,95950.65958337212,98282.20195695187,
00003ae2d4bf0b55f62e,LBR,LBR.4_1,Liberia,Grand Cape Mount,,160393.77232266596,157785.13036784256,167019.47076548083,165569.97650342982,149986.21516797083,153631.7593988974,
0000a557ff1c1c7c3b20,LBR,LBR.1_1,Liberia,Bomi,,107534.25297617255,111696.77739426508,113925.78478616709,105868.90467838103,95754.72323203697,98086.76149834698,
00009f930a0069bec042,LBR,LBR.11_1,Liberia,Montserrado,,133164.91883429678,113309.71165342524,126419.62361140283,111809.41018853325,98622.06304616191,101023.89591737551,
00002071b993cf1abaa5,LBR,LBR.9_1,Liberia,Margibi,,163855.6135705484,128747.18663507214,152809.75787253425,133714.73542298784,88573.07543728391,90731.40961258157,
0000efc0e6b1324328e1,CIV,CIV.2_1,CÃ´te d'Ivoire,Bas-Sassandra,,1277527.967704208,1246354.3939329223,1275499.210335334,1251944.969105952,1156916.2374722909,1186241.1284122565,
0000aa958ecd3715c755,LBR,LBR.10_1,Liberia,Maryland,,145930.480970237,142764.93209510721,156840.6259072405,135438.33558137633,125065.0642589271,128116.53084315767,
0000cd72e9ef91220391,LBR,LBR.7_1,Liberia,GrandKru,Grand Kru,63931.87806104112,58106.60080380512,65243.081370830965,69340.91724329036,69214.92065970712,70896.85969695082,
00007d6ec3b1bbe8f4d4,LBR,LBR.14_1,Liberia,River Gee,,98295.79063971661,96769.73361577801,103912.48718563997,102861.22701461733,93489.38164853498,95764.55966442193,
0000f40ba36f9387ba73,LBR,LBR.15_1,Liberia,Sinoe,,110011.23645991707,109774.95241388441,118895.32365914901,124768.37804530839,111246.60636121582,113952.0847059417,
00008b191d54f6a664e1,LBR,LBR.5_1,Liberia,GrandBassa,Grand Bassa,186389.5711518359,177110.83604335436,198994.96357683398,186266.58886521825,160497.5686468269,164399.33873290484,
0000defcf5b9a720b1a9,LBR,LBR.13_1,Liberia,River Cess,Rivercess,94994.624675838,97004.45198231991,101448.16486079752,102255.80641688363,95707.09482234748,98037.65893688273,
00006c59a95551c057d6,LBR,LBR.6_1,Liberia,GrandGedeh,Grand Gedeh,112715.3436220543,106611.07824242162,114164.08792818844,109399.87338761947,98635.63006340836,101040.11608200699,
000063949a259c126e3a,CIV,CIV.8_1,CÃ´te d'Ivoire,Montagnes,,1479131.4715206407,1383094.2177885019,1499789.2980172124,1396645.4737146387,1210104.3941195542,1240781.887104653,
0000f7ee77724941fe4b,LBR,LBR.12_1,Liberia,Nimba,,524410.6459078861,498002.27688884403,532538.6968921887,492816.2253013199,470028.71962237154,481475.2048921607,
0000c27beff12c9248fa,LBR,LBR.2_1,Liberia,Bong,,348434.05864930805,317707.00988800294,357445.9640112513,355916.06587333797,288392.44107586145,295451.58171280037,
000054bf1264cdd7cbb3,LBR,LBR.8_1,Liberia,Lofa,,330764.58278757834,315047.0377258842,352770.23970016284,358346.74621723365,316394.1972874402,324127.38347468775,
0000b8870bad030fd0ba,CIV,CIV.4_1,CÃ´te d'Ivoire,DenguÃ©lÃ©,,149883.30402320132,122980.40968527498,107033.09955074104,75288.78657996962,67557.0037242683,69266.40904185124,
0000a50fa2869366876b,CIV,CIV.12_1,CÃ´te d'Ivoire,Woroba,,557472.9556981724,532690.6307848502,517895.6630634083,452157.1539086495,439966.28436962544,451094.2897409168,
0000b9090754a59a1575,CIV,CIV.9_1,CÃ´te d'Ivoire,Sassandra-MarahouÃ©,,1125916.5836463976,1098475.366871535,1151237.5024296246,1108731.111983884,1010923.7375920947,1036534.4109146295,
0000b2e1df0c1568c2c8,CIV,CIV.11_1,CÃ´te d'Ivoire,VallÃ©e du Bandama,,445326.72008373315,388810.3427580409,420095.9002101771,332233.6575879335,297444.22255218314,304972.2098114379,
0000656b0e363a060add,CIV,CIV.6_1,CÃ´te d'Ivoire,Lacs,,353966.7641230443,315134.17312177055,328564.9441845452,319167.10786761134,305868.2328800189,313604.1740843785,
0000701e3d5d38823afb,CIV,CIV.13_1,CÃ´te d'Ivoire,Yamoussoukro,,24852.449320018357,19200.447426198745,23095.936089271487,17612.249042108142,11514.073587609155,11805.2740341068,
000092c509a76a18ea90,CIV,CIV.7_1,CÃ´te d'Ivoire,Lagunes,,446707.7379189285,436398.99101214233,464374.71307092905,432725.3058304875,402945.76382333547,413141.0769515258,
00006963ce9fa7537179,CIV,CIV.5_1,CÃ´te d'Ivoire,GÃ´h-Djiboua,,436717.87725867535,416492.9921816745,439373.971739676,415388.89885110914,368203.21295918286,377516.91805876215,
00001d89e5cdde269603,CIV,CIV.1_1,CÃ´te d'Ivoire,Abidjan,,14145.18821124188,7952.6862983210995,11261.49976001863,4741.538431868023,1655.8428359014356,1697.720471082031,
0000a66c4948401503de,CIV,CIV.3_1,CÃ´te d'Ivoire,ComoÃ©,,389095.5170833724,371626.0406751814,394539.10598081746,351536.77031474805,316819.8177698216,324889.24189047294,
000026df4ecb8fbc35c3,GHA,GHA.10_1,Ghana,Western,,695179.6155212135,620201.8534195673,609812.3978487448,507550.52990429854,381928.33895107725,390189.78249617916,
0000c35f47912db7c5b6,GHA,GHA.2_1,Ghana,Brong Ahafo,,733915.5277327836,620446.2411737838,600645.4083994699,428510.43321066565,338950.0006787812,346275.12596258434,
0000950f91de922668c8,CIV,CIV.14_1,CÃ´te d'Ivoire,Zanzan,,537467.2933956613,529688.8047353069,482790.35071832826,396958.5330052815,355308.4811151357,364297.5406311625,
00008053294388014a85,GHA,GHA.9_1,Ghana,Volta,,594422.5792823669,503140.36716019653,422143.93607252586,306701.21799046383,276475.65102970955,282453.47207356966,
00007dd09fb93783d97c,GHA,GHA.1_1,Ghana,Ashanti,,547109.804352843,465639.385749173,489029.0234144492,374099.3490637452,318202.54910568276,325079.3881252863,
0000cc7e8b9a4f17a1d4,GHA,GHA.4_1,Ghana,Eastern,,617337.388402145,520915.2459170304,510309.79707397806,363354.26279055135,299464.72886830196,305950.8315990715,
0000f7f5c50752361d6c,GHA,GHA.3_1,Ghana,Central,,218433.5749230645,142576.18119852446,152248.4087014103,82840.8637174969,48599.649518798884,49649.77266070313,
00009a7340ea9f9a76f8,GHA,GHA.5_1,Ghana,Greater Accra,,40031.96760752504,23627.352749840986,22755.881646273563,6218.699524225026,3448.7644636569244,3523.6501668855476,
00000c7405ce08e51702,TGO,TGO.3_1,Togo,Maritime,RÃ©gion Maritime,469472.5624551496,332987.5031213644,390919.94426771894,256356.35720326306,252168.21705519513,258309.7897467019,
0000e3df791696cbba8c,BEN,BEN.8_1,Benin,Littoral,,0.0,0.0,0.0,0.0,0.0,0.0,
0000a8eddbe2b4857417,BEN,BEN.3_1,Benin,Atlantique,,363547.76861276216,296813.5738498661,346685.2196032403,248519.69500081142,201357.64536604428,206822.6372600638,
0000888616bbacfa4bbc,BEN,BEN.9_1,Benin,Mono,,247687.45851986902,209507.30975442132,233862.85258078465,159775.26462221605,151383.5988363546,155510.97855208715,
0000bf8d2448e9ed0d55,TGO,TGO.4_1,Togo,Plateaux,RÃ©gion des Plateaux,1093700.136262834,989158.1411026039,1002029.7651788986,948026.8550063627,948628.7151813927,971680.9173988949,
0000ef6418c19db6364a,BEN,BEN.7_1,Benin,Kouffo,Couffo,558429.1435110171,542057.5126659797,585108.9302693714,466670.114529466,452460.77263003914,464854.15480485925,
