system:index,GID_0,GID_1,NAME_0,NAME_1,VARNAME_1,tier0_national,tier1_national,tier2_national,tier3_national,tier4_national,.geo
0000b2e1df0c1568c2c8,CIV,CIV.11_1,C̫te d'Ivoire,Vall̩e du Bandama,,297444.22255218314,87098.05536905478,98979.6673387701,339233.76825410646,803727.5140999716,
0000656b0e363a060add,CIV,CIV.6_1,C̫te d'Ivoire,Lacs,,305868.2328800188,30764.29778842378,81126.03908580804,517923.50689151493,498613.73213594867,
0000701e3d5d38823afb,CIV,CIV.13_1,C̫te d'Ivoire,Yamoussoukro,,11514.073587609155,14753.387079243583,8669.956509222615,84196.61156923845,287184.97409436974,
000092c509a76a18ea90,CIV,CIV.7_1,C̫te d'Ivoire,Lagunes,,402945.76382333547,78500.45414419752,193094.2635753045,542018.1043872949,419423.50420658034,
00006963ce9fa7537179,CIV,CIV.5_1,C̫te d'Ivoire,G̫h-Djiboua,,368203.2129591828,101289.25069866095,169120.70962952013,610137.0295577915,598734.2246251828,
00001d89e5cdde269603,CIV,CIV.1_1,C̫te d'Ivoire,Abidjan,,1655.8428359014356,8095.4045228028035,25168.48998972403,102082.30821594455,5270560.107687291,
0000a66c4948401503de,CIV,CIV.3_1,C̫te d'Ivoire,Como̩,,316819.8177698216,69662.65137196114,141681.86739976116,345806.78211676,541924.5455569439,
000026df4ecb8fbc35c3,GHA,GHA.10_1,Ghana,Western,,381928.33895107725,224085.6929868484,378648.35592795594,619936.95433492,1368842.5075341656,
0000c35f47912db7c5b6,GHA,GHA.2_1,Ghana,Brong Ahafo,,338950.0006787812,200377.97447949406,482646.67946981423,944136.2147918957,837445.3974863077,
0000950f91de922668c8,CIV,CIV.14_1,C̫te d'Ivoire,Zanzan,,355308.4811151357,37589.30522182743,115388.05231611714,315895.7294127038,239204.9753402884,
00008053294388014a85,GHA,GHA.9_1,Ghana,Volta,,276475.65102970955,142888.2135076307,398480.6869009424,1026223.3796684408,851189.4249144527,
00007dd09fb93783d97c,GHA,GHA.1_1,Ghana,Ashanti,,318202.5491056828,190938.05616965037,418989.4924847817,1166733.6574067469,4153921.2709318195,
0000cc7e8b9a4f17a1d4,GHA,GHA.4_1,Ghana,Eastern,,299464.728868302,148104.80831252344,442818.26041222556,1048467.6440579938,1244406.6023498653,
0000f7f5c50752361d6c,GHA,GHA.3_1,Ghana,Central,,48599.649518798884,95137.51541689233,290526.9134296988,858768.7864251324,1581622.1159573954,
00009a7340ea9f9a76f8,GHA,GHA.5_1,Ghana,Greater Accra,,3448.7644636569244,18706.408354082567,75406.02097250796,164888.96907548973,4822136.444945546,
00000c7405ce08e51702,TGO,TGO.3_1,Togo,Maritime,R̩gion Maritime,252168.21705519513,161710.65417510306,291697.7966273856,699444.7207816606,2211101.335490365,
0000e3df791696cbba8c,BEN,BEN.8_1,Benin,Littoral,,0.0,0.0,0.0,0.0,787947.3804730125,
0000a8eddbe2b4857417,BEN,BEN.3_1,Benin,Atlantique,,201357.64536604428,142797.62795070783,219572.82846483839,456330.28680506087,717781.1836138209,
0000888616bbacfa4bbc,BEN,BEN.9_1,Benin,Mono,,151383.5988363546,103262.37837551688,139645.30240604293,156444.22773550783,62803.891490355425,
0000bf8d2448e9ed0d55,TGO,TGO.4_1,Togo,Plateaux,R̩gion des Plateaux,948628.7151813927,130432.11200189698,238713.92810366736,365205.00812165753,105391.88188443164,
0000ef6418c19db6364a,BEN,BEN.7_1,Benin,Kouffo,Couffo,452460.77263003914,162194.32438250474,172933.55327205604,125079.60341260521,11467.63849296243,
00004d0b034b83cbcc40,BEN,BEN.10_1,Benin,Ou̩m̩,,90243.32182911967,86809.12583820167,157709.71817544126,388831.48095044337,663275.5723937742,
00007a53e783ca808e01,BEN,BEN.12_1,Benin,Zou,,339571.4984510192,165389.10853351426,207319.28799172776,243914.0906240751,100851.45920102207,
00009106634d70aaeb2d,BEN,BEN.11_1,Benin,Plateau,,302433.32765925035,155575.46082361788,160962.81423834662,140329.86620801024,21751.55540097392,
0000464eb5e9b0693a2f,BEN,BEN.5_1,Benin,Collines,,383638.16457399493,120384.04043231024,202792.95456012443,165215.07559128164,8466.721528009455,
0000f75b01818ef10c75,TGO,TGO.1_1,Togo,Centre,"R̩gion Centrale, R̩gion du Centre",287911.74122205103,72551.12205179487,163838.21124787309,228542.084717222,78914.27365478475,
0000ea598ff996305f7c,TGO,TGO.2_1,Togo,Kara,R̩gion de la Kara,468597.47602396976,96160.93855550721,122520.55968090998,188203.56493255091,91203.48187279707,
00005adaeb3c2d863410,BEN,BEN.2_1,Benin,Atakora,,731421.5741936445,87712.20245215645,111360.54426428617,79097.38000741866,21042.77493235849,
000026bb99e27bcda8e6,BEN,BEN.6_1,Benin,Donga,,359076.7278261572,70375.41135102967,130582.8510471816,84382.11717423325,41029.620206876054,
0000dfdfda48763359e2,BEN,BEN.4_1,Benin,Borgou,,903017.2019478113,91920.54062356989,135725.74293797778,197494.52026982192,223001.61774045895,
0000faffcfa259c87575,BEN,BEN.1_1,Benin,Alibori,,809787.2646671523,64334.698554263596,81144.85839025817,117715.2315250198,31720.283840662516,
0000b6540229192ca1b6,NGA,NGA.28_1,Nigeria,Ogun,,428399.4433954352,435139.3318908175,1180035.6374369143,2302381.918634878,1292183.266762917,
0000712fa9c4693c1e70,NGA,NGA.31_1,Nigeria,Oyo,,2073390.8728915425,1066245.810416436,1470040.3317731337,1725127.734977311,2080930.3747532773,
00008754aea269f091a6,NGA,NGA.24_1,Nigeria,Kwara,,1194742.0741885628,342514.27817012806,455071.0115760644,862512.292086942,588076.3702462455,
0000cff2cf340fc25c68,NGA,NGA.27_1,Nigeria,Niger,,3470349.846242034,375196.36846391606,467519.57729258575,1159187.5099135984,520049.5121479643,
000086db067f7e7fba7a,NGA,NGA.22_1,Nigeria,Kebbi,,2756269.769072864,415374.6542132302,562476.2041887882,565359.1407765737,520878.77820741537,
0000ade5866d5f103b3e,NGA,NGA.30_1,Nigeria,Osun,,828876.3729736886,407519.33785534924,1073174.9483787436,1993179.4532187476,784416.6499926805,
00009ee63f56e1377cab,NGA,NGA.13_1,Nigeria,Ekiti,,618378.9537321861,619200.4635273129,1002983.5370475223,1077418.8218578456,201304.57459833313,
0000e5b6f385e54dee20,NGA,NGA.29_1,Nigeria,Ondo,,1704638.317780792,946247.5322235847,1232209.094129382,1002691.2279758358,194796.0436163438,
000078a6d5139a28657b,NGA,NGA.25_1,Nigeria,Lagos,,12642.232869499134,34943.2112518849,110147.82758265108,597599.1814394037,1.2845197831956226E7,
0000f25430d07d644919,NGA,NGA.12_1,Nigeria,Edo,,756080.7011139274,561633.1662250205,977744.9827980762,1582028.480971862,759609.7603427904,
000015f1463bd1f68b4a,NGA,NGA.10_1,Nigeria,Delta,,334487.76928974653,429940.8327656823,1034550.640990399,1868380.3096011463,2454155.5476225214,
00009115dd65a31ef699,NGA,NGA.6_1,Nigeria,Bayelsa,,115273.8722530922,337779.0737914821,707272.9026080337,870321.335267241,513747.5869655078,
00009184c4657478a4b9,NGA,NGA.33_1,Nigeria,Rivers,,130530.018349007,593734.0114117274,1221016.0130419661,2539248.341752731,3279581.9043290243,
0000e770a4f2ecd14d9b,NGA,NGA.17_1,Nigeria,Imo,,2114736.7267605485,1705134.233936995,1179898.221989727,565920.5894115239,266274.4375921782,
00004dacbba479e051a8,NGA,NGA.1_1,Nigeria,Abia,,1130862.163109205,862284.9914909155,780291.4588191275,877147.095059128,461882.7799482177,
